ElementName	DataType	Size	Required	ElementDescription	ValueRange	Notes	Aliases
soc_au_2	Integer	N/A	Recommended	Which of the following statements about alcohol best applies to you?	1::5	"1 = I don''t see any need to reduce how much I''m drinking right now; 2 = I think I should start reducing my drinking	 but I''m not sure; 3 = I''m ready to start reducing my drinking; 4 = I''ve been reducing my drinking for the past few months; 5 = I''ve been reducing my drinking for longer than a few months now"	N/A
soc_au_4a	Integer	N/A	Recommended	"Have you made a plan to reduce your drinking	 even if it''s just in your mind?"	0;1	0 = No; 1 = Yes	N/A
soc_au_4b	Integer	N/A	Recommended	How committed are you to following through on that plan to reduce your drinking?	1::9	1 = Not at all; 3 = Not very; 5 = I''m undecided; 7 = Somewhat; 9 = Very much	N/A
halrisk4	Integer	N/A	Recommended	"How risky is it to use this substance? Hallucinogens (Acid	 Mushrooms	 Ecstasy)"	0::100	0=No risk; 100=Extremely Risky	N/A
drugrisk4	Integer	N/A	Recommended	"How risky is it to use this substance? Other drugs (Heroin	 Methamphetamine	 Cocaine	 Crack)"	0::100	0=No risk; 100=Extremely Risky	N/A
alcrisk4	Integer	N/A	Recommended	How risky is it to use this substance? Alcohol	0::100	0=No risk; 100=Extremely Risky	N/A
marrisk4	Integer	N/A	Recommended	"How risky is it to use this substance? Marijuana (pot	 weed)"	0::100	0=No risk; 100=Extremely Risky	N/A
ecigrisk4	Integer	N/A	Recommended	"How risky is it to use this substance? E-Cigarettes (vaping	 juuling)"	0::100	0=No risk; 100=Extremely Risky	N/A
tobrisk4	Integer	N/A	Recommended	"How risky is it to use this substance? Tobacco (cigarettes	 chewing tobacco	 cigars)"	0::100	0=No risk; 100=Extremely Risky	N/A
rxpainrisk4	Integer	N/A	Recommended	How risky is it to use this substance? Prescription Pain Killers (without doctor?s permission)	0::100	0=No risk; 100=Extremely Risky	N/A
rxsedrisk4	Integer	N/A	Recommended	How risky is it to use this substance? Prescription Sedatives (without doctor?s permission)	0::100	0=No risk; 100=Extremely Risky	N/A
rxstimrisk4	Integer	N/A	Recommended	How risky is it to use this substance? Prescription Stimulants (without doctor?s permission)	0::100	0=No risk; 100=Extremely Risky	N/A
fam_par_smk	Integer	N/A	Recommended	I have a parent/guardian who smokes cigarettes.	1::4	1= Strongly Disagree; 2= Disagree;  3= Agree; 4= Strongly Agree	N/A
fam_morn	Integer	N/A	Recommended	I have a parent/guardian who uses alcohol or drugs soon after getting up in the morning.	1::4	1= Strongly Disagree; 2= Disagree;  3= Agree; 4= Strongly Agree	N/A
fam_treat	Integer	N/A	Recommended	I have a parent/guardian who needs treatment for alcohol or drug problems.	1::4	1= Strongly Disagree; 2= Disagree;  3= Agree; 4= Strongly Agree	N/A
neg_remember_alc	Integer	N/A	Recommended	"During the PAST 12 MONTHS	 since (date)	 how many times have the following things happened to you because of drinking alcohol? a) You couldn''t remember what happened	 or you felt sick	 threw up	 or passed out"	0::6	0= Never; 1= 1 time; 2= 2 times;  3= 3-4 times; 4= 5-6 times; 5= 7-9 times; 6= 10 or more times	N/A
neg_hw_alc	Integer	N/A	Recommended	"During the PAST 12 MONTHS	 since (date)	 how many times have the following things happened to you because of drinking alcohol? b) You didn''t get homework done or didn''t study for something you should have"	0::6	0= Never; 1= 1 time; 2= 2 times;  3= 3-4 times; 4= 5-6 times; 5= 7-9 times; 6= 10 or more times	N/A
neg_conc_alc	Integer	N/A	Recommended	"During the PAST 12 MONTHS	 since (date)	 how many times have the following things happened to you because of drinking alcohol? c) You had trouble concentrating on what you were doing"	0::6	0= Never; 1= 1 time; 2= 2 times;  3= 3-4 times; 4= 5-6 times; 5= 7-9 times; 6= 10 or more times	N/A
neg_fight_alc	Integer	N/A	Recommended	"During the PAST 12 MONTHS	 since (date)	 how many times have the following things happened to you because of drinking alcohol? d) You got into a fight or argument with a friend or family member"	0::6	0= Never; 1= 1 time; 2= 2 times;  3= 3-4 times; 4= 5-6 times; 5= 7-9 times; 6= 10 or more times	N/A
neg_reg_alc	Integer	N/A	Recommended	"During the PAST 12 MONTHS	 since (date)	 how many times have the following things happened to you because of drinking alcohol? e) You did something you later regretted or felt bad about"	0::6	0= Never; 1= 1 time; 2= 2 times;  3= 3-4 times; 4= 5-6 times; 5= 7-9 times; 6= 10 or more times	N/A
neg_sch_alc	Integer	N/A	Recommended	"During the PAST 12 MONTHS	 since (date)	 how many times have the following things happened to you because of drinking alcohol? f) You missed school or work	 or got to school or work late"	0::6	0= Never; 1= 1 time; 2= 2 times;  3= 3-4 times; 4= 5-6 times; 5= 7-9 times; 6= 10 or more times	N/A
neg_troub_alc	Integer	N/A	Recommended	"During the PAST 12 MONTHS	 since (date)	 how many times have the following things happened to you because of drinking alcohol? g) You got into trouble at school	 home	 or work"	0::6	0= Never; 1= 1 time; 2= 2 times;  3= 3-4 times; 4= 5-6 times; 5= 7-9 times; 6= 10 or more times	N/A
neg_pol_alc	Integer	N/A	Recommended	"During the PAST 12 MONTHS	 since (date)	 how many times have the following things happened to you because of drinking alcohol? h) You got into trouble with the police"	0::6	0= Never; 1= 1 time; 2= 2 times;  3= 3-4 times; 4= 5-6 times; 5= 7-9 times; 6= 10 or more times	N/A
neg_acc_alc	Integer	N/A	Recommended	"During the PAST 12 MONTHS	 since (date)	 how many times have the following things happened to you because of drinking alcohol? i) You had an accident or were injured"	0::6	0= Never; 1= 1 time; 2= 2 times;  3= 3-4 times; 4= 5-6 times; 5= 7-9 times; 6= 10 or more times	N/A
neg_crdrive_alc	Integer	N/A	Recommended	"During the PAST 12 MONTHS	 since (date)	 how many times have the following things happened to you because of drinking alcohol? j) You had a motor vehicle crash while driving"	0::6	0= Never; 1= 1 time; 2= 2 times;  3= 3-4 times; 4= 5-6 times; 5= 7-9 times; 6= 10 or more times	N/A
neg_crride_alc	Integer	N/A	Recommended	"During the PAST 12 MONTHS	 since (date)	 how many times have the following things happened to you because of drinking alcohol? k) You were in a motor vehicle crash as a passenger"	0::6	0= Never; 1= 1 time; 2= 2 times;  3= 3-4 times; 4= 5-6 times; 5= 7-9 times; 6= 10 or more times	N/A
neg_ed_alc	Integer	N/A	Recommended	"During the PAST 12 MONTHS	 since (date)	 how many times have the following things happened to you because of drinking alcohol? l) You received care in a hospital emergency department"	0::6	0= Never; 1= 1 time; 2= 2 times;  3= 3-4 times; 4= 5-6 times; 5= 7-9 times; 6= 10 or more times	N/A
neg_hosp_alc	Integer	N/A	Recommended	"During the PAST 12 MONTHS	 since (date)	 how many times have the following things happened to you because of drinking alcohol? m) You stayed overnight in a hospital for one or more nights"	0::6	0= Never; 1= 1 time; 2= 2 times;  3= 3-4 times; 4= 5-6 times; 5= 7-9 times; 6= 10 or more times	N/A
neg_remember_mj	Integer	N/A	Recommended	"During the PAST 12 MONTHS	 since (date)	 how many times have the following things happened to you because of marijuana use? a) You couldn''t remember what happened	 or you felt sick	 threw up	 or passed out"	0::6	0= Never; 1= 1 time; 2= 2 times;  3= 3-4 times; 4= 5-6 times; 5= 7-9 times; 6= 10 or more times	N/A
neg_hw_mj	Integer	N/A	Recommended	"During the PAST 12 MONTHS	 since (date)	 how many times have the following things happened to you because of marijuana use? b) You didn''t get homework done or didn''t study for something you should have"	0::6	0= Never; 1= 1 time; 2= 2 times;  3= 3-4 times; 4= 5-6 times; 5= 7-9 times; 6= 10 or more times	N/A
neg_conc_mj	Integer	N/A	Recommended	"During the PAST 12 MONTHS	 since (date)	 how many times have the following things happened to you because of marijuana use? c) You had trouble concentrating on what you were doing"	0::6	0= Never; 1= 1 time; 2= 2 times;  3= 3-4 times; 4= 5-6 times; 5= 7-9 times; 6= 10 or more times	N/A
neg_fight_mj	Integer	N/A	Recommended	"During the PAST 12 MONTHS	 since (date)	 how many times have the following things happened to you because of marijuana use? d) You got into a fight or argument with a friend or family member"	0::6	0= Never; 1= 1 time; 2= 2 times;  3= 3-4 times; 4= 5-6 times; 5= 7-9 times; 6= 10 or more times	N/A
fam_sib	Integer	N/A	Recommended	I have a sibling who gets drunk or high.	1::4	1= Strongly Disagree; 2= Disagree;  3= Agree; 4= Strongly Agree	N/A
neg_reg_mj	Integer	N/A	Recommended	"During the PAST 12 MONTHS	 since (date)	 how many times have the following things happened to you because of marijuana use? e) You did something you later regretted or felt bad about"	0::6	0= Never; 1= 1 time; 2= 2 times;  3= 3-4 times; 4= 5-6 times; 5= 7-9 times; 6= 10 or more times	N/A
neg_sch_mj	Integer	N/A	Recommended	"During the PAST 12 MONTHS	 since (date)	 how many times have the following things happened to you because of marijuana use? f) You missed school or work	 or got to school or work late"	0::6	0= Never; 1= 1 time; 2= 2 times;  3= 3-4 times; 4= 5-6 times; 5= 7-9 times; 6= 10 or more times	N/A
neg_troub_mj	Integer	N/A	Recommended	"During the PAST 12 MONTHS	 since (date)	 how many times have the following things happened to you because of marijuana use? g) You got into trouble at school	 home	 or work"	0::6	0= Never; 1= 1 time; 2= 2 times;  3= 3-4 times; 4= 5-6 times; 5= 7-9 times; 6= 10 or more times	N/A
neg_pol_mj	Integer	N/A	Recommended	"During the PAST 12 MONTHS	 since (date)	 how many times have the following things happened to you because of marijuana use? h) You got into trouble with the police"	0::6	0= Never; 1= 1 time; 2= 2 times;  3= 3-4 times; 4= 5-6 times; 5= 7-9 times; 6= 10 or more times	N/A
neg_acc_mj	Integer	N/A	Recommended	"During the PAST 12 MONTHS	 since (date)	 how many times have the following things happened to you because of marijuana use? i) You had an accident or were injured"	0::6	0= Never; 1= 1 time; 2= 2 times;  3= 3-4 times; 4= 5-6 times; 5= 7-9 times; 6= 10 or more times	N/A
neg_crdrive_mj	Integer	N/A	Recommended	"During the PAST 12 MONTHS	 since (date)	 how many times have the following things happened to you because of marijuana use? j) You had a motor vehicle crash while driving"	0::6	0= Never; 1= 1 time; 2= 2 times;  3= 3-4 times; 4= 5-6 times; 5= 7-9 times; 6= 10 or more times	N/A
neg_crride_mj	Integer	N/A	Recommended	"During the PAST 12 MONTHS	 since (date)	 how many times have the following things happened to you because of marijuana use? k) You were in a motor vehicle crash as a passenger"	0::6	0= Never; 1= 1 time; 2= 2 times;  3= 3-4 times; 4= 5-6 times; 5= 7-9 times; 6= 10 or more times	N/A
neg_ed_mj	Integer	N/A	Recommended	"During the PAST 12 MONTHS	 since (date)	 how many times have the following things happened to you because of marijuana use? l) You received care in a hospital emergency department"	0::6	0= Never; 1= 1 time; 2= 2 times;  3= 3-4 times; 4= 5-6 times; 5= 7-9 times; 6= 10 or more times	N/A
neg_hosp_mj	Integer	N/A	Recommended	"During the PAST 12 MONTHS	 since (date)	 how many times have the following things happened to you because of marijuana use? m) You stayed overnight in a hospital for one or more nights"	0::6	0= Never; 1= 1 time; 2= 2 times;  3= 3-4 times; 4= 5-6 times; 5= 7-9 times; 6= 10 or more times	N/A
su_age_alc	String	2	Recommended	"How old were you the FIRST time you ever did the following	 if at all? Drank alcohol (such as beer	 wine	 flavored alcoholic drinks like coolers	 hard lemonade	 hard cider	 hard seltzer	 and liquor such as rum	 gin	 vodka	 whiskey	 etc.)"	0;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18	04= 4 years old; 05= 5 years old; 06= 6 years old; 07= 7 years old; 08= 8 years old; 09= 9 years old; 10= 10 years old; 11= 11 years old; 12= 12 years old; 13= 13 years old; 14= 14 years old; 15= 15 years old; 16= 16 years old; 17= 17 years old;  18=  > 18 years old; 0= I''ve never had alcohol in my life	N/A
fam_mj	Integer	N/A	Recommended	I have a sibling who uses marijuana.	1::4	1= Strongly Disagree; 2= Disagree;  3= Agree; 4= Strongly Agree	N/A
su_age_alcdrunk	String	2	Recommended	"How old were you the FIRST time you ever did the following	 if at all? Got drunk to the point where your speech was slurred or you were unsteady on your feet"	0;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18	04= 4 years old; 05= 5 years old; 06= 6 years old; 07= 7 years old; 08= 8 years old; 09= 9 years old; 10= 10 years old; 11= 11 years old; 12= 12 years old; 13= 13 years old; 14= 14 years old; 15= 15 years old; 16= 16 years old; 17= 17 years old;  18=  > 18 years old; 0= I''ve never had alcohol in my life	N/A
su_age_vape	String	2	Recommended	"How old were you the FIRST time you ever did the following	 if at all? Used an electronic vaping product that has nicotine (such as e-cigarettes	 mods	 pod devices like JUUL	 disposable vapes like Puff Bar	 vape pens	 e-hookahs	 etc.)"	0;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18	04= 4 years old; 05= 5 years old; 06= 6 years old; 07= 7 years old; 08= 8 years old; 09= 9 years old; 10= 10 years old; 11= 11 years old; 12= 12 years old; 13= 13 years old; 14= 14 years old; 15= 15 years old; 16= 16 years old; 17= 17 years old;  18=  > 18 years old; 0= I''ve never had alcohol in my life	N/A
su_age_tob	String	2	Recommended	"How old were you the FIRST time you ever did the following	 if at all? Used a tobacco product (such as cigarettes	 cigars	 cigarillos	 hookah	 and smokeless tobacco like chewing tobacco	 snuff	 dip	 snus	 dissolvables	 nicotine pouches	 etc.)"	0;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18	04= 4 years old; 05= 5 years old; 06= 6 years old; 07= 7 years old; 08= 8 years old; 09= 9 years old; 10= 10 years old; 11= 11 years old; 12= 12 years old; 13= 13 years old; 14= 14 years old; 15= 15 years old; 16= 16 years old; 17= 17 years old;  18=  > 18 years old; 0= I''ve never had alcohol in my life	N/A
su_age_mj	String	2	Recommended	"How old were you the FIRST time you ever did the following	 if at all? Used marijuana (cannabis	 weed	 oil	 wax	 or hash by smoking	 vaping	 dabbing	 or in edibles	 etc.)"	0;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18	04= 4 years old; 05= 5 years old; 06= 6 years old; 07= 7 years old; 08= 8 years old; 09= 9 years old; 10= 10 years old; 11= 11 years old; 12= 12 years old; 13= 13 years old; 14= 14 years old; 15= 15 years old; 16= 16 years old; 17= 17 years old;  18=  > 18 years old; 0= I''ve never had alcohol in my life	N/A
su_age_inh	String	2	Recommended	"How old were you the FIRST time you ever did the following	 if at all? Used an inhalant (sniffing or huffing things like glue	 breathing the contents of aerosol spray cans	 or inhaling any other gases	 paints	 or sprays in order to get high)  "	0;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18	04= 4 years old; 05= 5 years old; 06= 6 years old; 07= 7 years old; 08= 8 years old; 09= 9 years old; 10= 10 years old; 11= 11 years old; 12= 12 years old; 13= 13 years old; 14= 14 years old; 15= 15 years old; 16= 16 years old; 17= 17 years old;  18=  > 18 years old; 0= I''ve never had alcohol in my life	N/A
su_age_rx	String	2	Recommended	"How old were you the FIRST time you ever did the following	 if at all? Used a prescription medication that was not prescribed for you. These include: Pain medication such as oxycodone	 hydrocodone	 morphine	 Codeine	 Percocet	 Vicodin	 buprenorphine	 methadone; Stimulant medication such as Adderall	 Ritalin	 Concerta	 Vyvanse	 or Dexedrine; Anxiety or sleep medication such as Klonopin	 Xanax	 Ativan	 Valium	 Ambien	 Lunesta	 or Neurontin"	0;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18	04= 4 years old; 05= 5 years old; 06= 6 years old; 07= 7 years old; 08= 8 years old; 09= 9 years old; 10= 10 years old; 11= 11 years old; 12= 12 years old; 13= 13 years old; 14= 14 years old; 15= 15 years old; 16= 16 years old; 17= 17 years old;  18=  > 18 years old; 0= I''ve never had alcohol in my life	N/A
