	ElementName	DataType	Size	Required	ElementDescription	ValueRange	Notes	Aliases
5822	tci_1_5score_162	Integer		Recommended	Many of my habits make it hard for me to accomplish worthwhile goals	1::5; 999	1=Definitely false; 2=Mostly or probably false; 3=Neither true nor false or about equally true or false; 4=Mostly or probably true; 5=Definitely true; 999=Prefer not to answer/not applicable/left blank.	
5823	tci_1_5score_163	Integer		Recommended	"I have made real personal sacrifices in order to make the world a better place - like trying to prevent war	 poverty	 and injustice"	1::5; 999	1=Definitely false; 2=Mostly or probably false; 3=Neither true nor false or about equally true or false; 4=Mostly or probably true; 5=Definitely true; 999=Prefer not to answer/not applicable/left blank.	
5824	tci_1_5score_166	Integer		Recommended	I often give up a job if it takes much longer than I thought it would.	1::5; 999	1=Definitely false; 2=Mostly or probably false; 3=Neither true nor false or about equally true or false; 4=Mostly or probably true; 5=Definitely true; 999=Prefer not to answer/not applicable/left blank.	
5825	tci_1_5score_169	Integer		Recommended	My actions are determined largely by influences outside my control	1::5; 999	1=Definitely false; 2=Mostly or probably false; 3=Neither true nor false or about equally true or false; 4=Mostly or probably true; 5=Definitely true; 999=Prefer not to answer/not applicable/left blank.	
5826	tci_1_5score_180	Integer		Recommended	I usually like to stay cool and detached from other people	1::5; 999	1=Definitely false; 2=Mostly or probably false; 3=Neither true nor false or about equally true or false; 4=Mostly or probably true; 5=Definitely true; 999=Prefer not to answer/not applicable/left blank.	
5827	tci_1_5score_181	Integer		Recommended	I am more likely to cry at a sad movie than most people	1::5; 999	1=Definitely false; 2=Mostly or probably false; 3=Neither true nor false or about equally true or false; 4=Mostly or probably true; 5=Definitely true; 999=Prefer not to answer/not applicable/left blank.	
5828	tci_1_5score_182	Integer		Recommended	I recover more quickly than most people from minor illnesses or stress	1::5; 999	1=Definitely false; 2=Mostly or probably false; 3=Neither true nor false or about equally true or false; 4=Mostly or probably true; 5=Definitely true; 999=Prefer not to answer/not applicable/left blank.	
5829	tci_1_5score_183	Integer		Recommended	I often break rules and regulations when I think I can get away with it.	1::5; 999	1=Definitely false; 2=Mostly or probably false; 3=Neither true nor false or about equally true or false; 4=Mostly or probably true; 5=Definitely true; 999=Prefer not to answer/not applicable/left blank.	
5830	tci_1_5score_184	Integer		Recommended	I need much more practice in developing good habits before I will be able to trust myself in many tempting situations	1::5; 999	1=Definitely false; 2=Mostly or probably false; 3=Neither true nor false or about equally true or false; 4=Mostly or probably true; 5=Definitely true; 999=Prefer not to answer/not applicable/left blank.	
5831	subjectkey	GUID		Required	The NDAR Global Unique Identifier (GUID) for research subject	NDAR*		"candidateguid	pseudo_guid	subject_key"
5832	src_subject_id	String	20.0	Required	Subject ID how it's defined in lab/project			"clinical_barcode	ibisid"
5833	interview_date	Date		Required	Date on which the interview/genetic test/sampling/imaging/biospecimen was completed. MM/DD/YYYY			"bl_visit_date	consented_study	date_interview_ses	date_taken	date_time_teps	tepsdt"
5834	interview_age	Integer		Required	Age in months at the time of the interview/test/sampling/imaging.	0::1440	"Age is rounded to chronological month. If the research participant is 15-days-old at time of interview	 the appropriate value would be 0 months. If the participant is 16-days-old	 the value would be 1 month."	"age_m_consent	candidate_age_in_months	ch_age"
5835	sex	String	20.0	Required	Sex of subject at birth	M;F; O; NR	M = Male; F = Female; O=Other; NR = Not reported	"ch_sex	gender	sex"
5836	teps1	Integer		Recommended	"When I hear about a new movie starring my favorite actor	 I can't wait to see it."	1 :: 6; 99; -900; -300	1= Very false for me; 2= Moderately false for me; 3= Slightly false for me; 4= Slightly true for me; 5= Moderately true for me; 6= Very true for me; 99=Prefer not to answer; -900 = Missing; -300 = N/A	"movie	teps_17	teps_q18"
5837	teps2	Integer		Recommended	I enjoy taking a deep breath of fresh air when I walk outside.	1 :: 6; 99; -900; -300	1= Very false for me; 2= Moderately false for me; 3= Slightly false for me; 4= Slightly true for me; 5= Moderately true for me; 6= Very true for me; 99=Prefer not to answer; -900 = Missing; -300 = N/A	"air	teps_6	teps_q6"
5838	teps3	Integer		Recommended	The smell of freshly cut grass is enjoyable to me.	1 :: 6; 99; -900; -300	1= Very false for me; 2= Moderately false for me; 3= Slightly false for me; 4= Slightly true for me; 5= Moderately true for me; 6= Very true for me; 99=Prefer not to answer; -900 = Missing; -300 = N/A	"grass	teps_18	teps_q5"
5839	teps4	Integer		Recommended	I look forward to a lot of things in my life.	1 :: 6; 99; -900; -300	1= Very false for me; 2= Moderately false for me; 3= Slightly false for me; 4= Slightly true for me; 5= Moderately true for me; 6= Very true for me; 99=Prefer not to answer; -900 = Missing; -300 = N/A	"lookfwd	teps_3	teps_q16"
5840	teps5	Integer		Recommended	I love it when people play with my hair.	1 :: 6; 99; -900; -300	1= Very false for me; 2= Moderately false for me; 3= Slightly false for me; 4= Slightly true for me; 5= Moderately true for me; 6= Very true for me; 99=Prefer not to answer; -900 = Missing; -300 = N/A	"playhair	teps_15	teps_q9"
5841	teps6	Integer		Recommended	Looking forward to a pleasurable experience is in itself pleasurable.	1 :: 6; 99; -900; -300	1= Very false for me; 2= Moderately false for me; 3= Slightly false for me; 4= Slightly true for me; 5= Moderately true for me; 6= Very true for me; 99=Prefer not to answer; -900 = Missing; -300 = N/A	"pleasure	teps_4	teps_q15"
5842	teps7	Integer		Recommended	A hot cup of coffee or tea on a cold morning is very satisfying to me.	1 :: 6; 99; -900; -300	1= Very false for me; 2= Moderately false for me; 3= Slightly false for me; 4= Slightly true for me; 5= Moderately true for me; 6= Very true for me; 99=Prefer not to answer; -900 = Missing; -300 = N/A	"coldmrng	teps_11	teps_q8"
5843	teps8	Integer		Recommended	"When I think of something tasty	 like a chocolate chip cookie	 I have to have one."	1 :: 6; 99; -900; -300	1= Very false for me; 2= Moderately false for me; 3= Slightly false for me; 4= Slightly true for me; 5= Moderately true for me; 6= Very true for me; 99=Prefer not to answer; -900 = Missing; -300 = N/A	"tasty	teps_7	teps_q14"
5844	teps9	Integer		Recommended	I appreciate the beauty of a fresh snowfall.	1 :: 6; 99; -900; -300	1= Very false for me; 2= Moderately false for me; 3= Slightly false for me; 4= Slightly true for me; 5= Moderately true for me; 6= Very true for me; 99=Prefer not to answer; -900 = Missing; -300 = N/A	"snowfall	teps_8	teps_q13"
5845	teps10	Integer		Recommended	I get so excited the night before a major holiday I can hardly sleep.	1 :: 6; 99; -900; -300	1= Very false for me; 2= Moderately false for me; 3= Slightly false for me; 4= Slightly true for me; 5= Moderately true for me; 6= Very true for me; 99=Prefer not to answer; -900 = Missing; -300 = N/A	"holiday	teps_10	teps_q12"
5846	teps11	Integer		Recommended	"When I'm on my way to an amusement park	 I can hardly wait to ride the roller coasters."	1 :: 6; 99; -900; -300	1= Very false for me; 2= Moderately false for me; 3= Slightly false for me; 4= Slightly true for me; 5= Moderately true for me; 6= Very true for me; 99=Prefer not to answer; -900 = Missing; -300 = N/A	"rlrcstr	teps_16	teps_q11"
5847	teps12	Integer		Recommended	I really enjoy the feeling of a good yawn.	1 :: 6; 99; -900; -300	1= Very false for me; 2= Moderately false for me; 3= Slightly false for me; 4= Slightly true for me; 5= Moderately true for me; 6= Very true for me; 99=Prefer not to answer; -900 = Missing; -300 = N/A	"teps_9	teps_q10	yawn"
5848	teps13	Integer		Recommended	I don't look forward to things like eating out at restaurants. (reverse-coded)	1 :: 6; 99; -900; -300	6= Very false for me; 5= Moderately false for me; 4= Slightly false for me; 3= Slightly true for me; 2= Moderately true for me; 1= Very true for me; 99=Prefer not to answer; -900 = Missing; -300 = N/A	"eatout	teps_13	teps_q7"
5849	teps14	Integer		Recommended	I love the sound of rain on the windows when I'm lying in my warm bed.	1 :: 6; 99; -900; -300	1= Very false for me; 2= Moderately false for me; 3= Slightly false for me; 4= Slightly true for me; 5= Moderately true for me; 6= Very true for me; 99=Prefer not to answer; -900 = Missing; -300 = N/A	"rainwndw	teps_12	teps_q4"
5850	teps15	Integer		Recommended	"When I think about eating my favorite food	 I can almost taste how good it is."	1 :: 6; 99; -900; -300	1= Very false for me; 2= Moderately false for me; 3= Slightly false for me; 4= Slightly true for me; 5= Moderately true for me; 6= Very true for me; 99=Prefer not to answer; -900 = Missing; -300 = N/A	"favfood	teps_1	teps_q3"
5851	teps16	Integer		Recommended	"When ordering something off the menu	 I imagine how good it will taste."	1 :: 6; 99; -900; -300	1= Very false for me; 2= Moderately false for me; 3= Slightly false for me; 4= Slightly true for me; 5= Moderately true for me; 6= Very true for me; 99=Prefer not to answer; -900 = Missing; -300 = N/A	"menuordr	teps_2	teps_q17"
5852	teps17	Integer		Recommended	The sound of crackling wood in the fireplace is very relaxing.	1 :: 6; 99; -900; -300	1= Very false for me; 2= Moderately false for me; 3= Slightly false for me; 4= Slightly true for me; 5= Moderately true for me; 6= Very true for me; 99=Prefer not to answer; -900 = Missing; -300 = N/A	"firewood	teps_5	teps_q2"
5853	teps18	Integer		Recommended	"When something exciting is coming up in my life	 I really look forward to it."	1 :: 6; 99; -900; -300	1= Very false for me; 2= Moderately false for me; 3= Slightly false for me; 4= Slightly true for me; 5= Moderately true for me; 6= Very true for me; 99=Prefer not to answer; -900 = Missing; -300 = N/A	"exciting	teps_14	teps_q1"
5858	teps_ap	Integer		Recommended	Anticipatory Pleasure Score			"anticipatory_pleasure_scale	tepsascr"
5859	teps_cp	Integer		Recommended	Consummatory Pleasure Score			"consummitory_scale	tepscscr"
5864	qc_teps_cons_num_items	Integer		Recommended	Total number of consummatory subscale items			
5865	qc_teps_cons_num_nonresp	Integer		Recommended	Total number of consummatory subscale items unanswered			
5866	time_first_click	String	11.0	Recommended	Time at first click		HH:MM:SS AM/PM	teps_time_first_click
